Release date,Estimated owners,Peak CCU,Metacritic score,User score,Positive,Negative,Genres
"Feb 14, 2020",0 - 20000,0,0,0,22,0,"Adventure,Indie"
"Sep 30, 2021",0 - 20000,0,0,0,39,12,"Action,Casual,Indie"
"May 24, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Free to Play,Indie"
"Jul 25, 2018",0 - 20000,0,0,0,0,2,"Action,Indie"
"Feb 13, 2015",0 - 20000,0,0,0,70,22,"Action,Casual,Simulation"
"Jul 6, 2022",0 - 0,0,0,0,0,0,
"Feb 21, 2020",0 - 20000,0,0,0,7,0,"Action,Adventure,Indie,RPG"
"Dec 15, 2020",0 - 20000,0,0,0,83,3,"Action,Free to Play,Indie"
"Apr 22, 2021",20000 - 50000,0,0,0,76,12,"Adventure,Casual,Indie"
"Jul 11, 2019",50000 - 100000,6,79,0,1140,137,"Action,Indie"
"Jan 15, 2016",500000 - 1000000,2,0,0,245,239,"Action,Adventure,Casual,Indie"
"Mar 1, 2016",0 - 20000,2,0,0,110,5,"Action,Adventure,Indie,Early Access"
"Oct 1, 2020",0 - 20000,0,0,0,21,27,"Action,Adventure,Free to Play,Indie,RPG,Simulation,Early Access"
"Mar 26, 2018",0 - 20000,0,0,0,3,1,"Action,Adventure,Casual,Indie"
"Apr 3, 2022",0 - 20000,0,0,0,3,0,"Adventure,Casual,Indie,RPG"
"Oct 28, 2016",0 - 20000,0,0,0,8,3,"Adventure,Casual"
"Jun 4, 2021",0 - 20000,5,0,0,110,18,"Action,Adventure,Indie"
"Feb 26, 2021",200000 - 500000,962,0,0,1445,188,"Action,Free to Play,Indie,Strategy,Early Access"
"Jun 1, 2018",0 - 20000,0,0,0,44,25,"Adventure,Casual,Indie"
"Oct 29, 2009",20000 - 50000,3,76,0,132,19,Strategy
"Mar 17, 2021",0 - 20000,0,0,0,1,2,"Casual,Indie"
"Sep 30, 2021",0 - 20000,0,0,0,3,0,"Adventure,Indie"
"Mar 4, 2021",0 - 20000,0,0,0,28,12,Casual
"Jan 26, 2020",0 - 20000,1,0,0,3,2,"Adventure,Indie,RPG,Strategy"
"Jul 31, 2019",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Mar 2, 2020",0 - 20000,0,0,0,9,16,"Action,Adventure,Casual,Indie"
"Nov 2, 2016",0 - 20000,0,0,0,0,1,Casual
"Oct 6, 2017",50000 - 100000,0,0,0,313,38,"Action,Indie"
"Jul 2, 2021",0 - 20000,0,0,0,0,0,Simulation
"Feb 27, 2018",500000 - 1000000,16,0,0,3934,568,RPG
"Oct 29, 2018",0 - 20000,0,0,0,6,3,"Casual,Education"
"May 21, 2015",20000 - 50000,2,70,0,44,27,"Adventure,Indie"
"Dec 3, 2021",0 - 20000,1,0,0,5,1,"Audio Production,Design & Illustration,Utilities"
"Apr 1, 2021",0 - 20000,1,0,0,0,0,RPG
"Jul 29, 2016",100000 - 200000,0,0,0,638,67,"Action,Indie,Simulation"
"Jun 21, 2019",0 - 20000,0,0,0,34,13,"Action,Adventure,Indie"
"Dec 2, 2020",0 - 20000,0,0,0,41,4,"Action,Indie"
"May 15, 2020",0 - 20000,0,0,0,8,0,"Adventure,Casual"
"Aug 7, 2020",0 - 20000,0,0,0,34,12,"Adventure,Casual,Indie"
"Apr 9, 2019",0 - 20000,0,0,0,2,0,"Action,Adventure,Casual,Indie"
"Mar 6, 2016",0 - 20000,0,0,0,29,18,"Indie,Massively Multiplayer,RPG,Early Access"
"May 27, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play,Indie"
"May 20, 2021",0 - 20000,0,0,0,9,3,"Action,Indie,Early Access"
"Aug 10, 2021",0 - 20000,0,0,0,65,58,"Action,Simulation,Strategy"
"Jul 22, 2018",0 - 20000,0,0,0,20,19,"Casual,Free to Play,Indie"
"Mar 3, 2016",0 - 20000,0,0,0,89,11,"Action,Indie"
"Jul 7, 2022",50000 - 100000,182,0,0,335,238,Strategy
"Aug 17, 2020",20000 - 50000,0,0,0,16,4,"Indie,RPG,Simulation,Strategy,Early Access"
"Dec 10, 2020",0 - 20000,0,0,0,2,0,"Action,Adventure,Indie"
"Mar 12, 2020",0 - 20000,0,0,0,0,0,"Indie,Simulation,Strategy"
"Apr 2, 2021",0 - 0,0,0,0,0,0,
"Jan 11, 2018",0 - 20000,0,0,0,4,2,"Action,Casual,Simulation,Sports"
"Mar 4, 2016",200000 - 500000,6,0,0,486,348,"Action,Casual,Indie,Strategy"
"May 28, 2015",0 - 20000,0,0,0,169,91,"Indie,Simulation"
"Apr 25, 2022",0 - 0,0,0,0,0,0,"Animation & Modeling,Education,Utilities"
"Jul 13, 2017",20000 - 50000,0,0,0,262,64,"Adventure,Casual,Indie"
"Apr 30, 2019",0 - 20000,0,0,0,0,1,Action
"Jan 20, 2021",0 - 20000,1,0,0,44,15,"Action,Adventure,Casual,Indie,RPG,Early Access"
"Apr 9, 2019",20000 - 50000,7,0,0,430,117,RPG
"Apr 22, 2021",0 - 20000,0,53,0,30,35,"Indie,Simulation,Strategy"
"Nov 14, 2021",0 - 20000,0,0,0,1,1,"Casual,Indie"
"Jul 12, 2021",0 - 20000,0,0,0,0,0,"Action,Casual"
"Sep 24, 2015",50000 - 100000,2,0,0,178,138,"Adventure,Casual"
"Dec 8, 2017",0 - 20000,3,0,0,21,5,"Simulation,Strategy"
"Mar 6, 2018",0 - 20000,0,0,0,115,9,"Casual,Indie"
"Jul 3, 2019",100000 - 200000,0,0,0,174,167,"Adventure,Free to Play"
"Dec 4, 2018",0 - 20000,0,0,0,15,11,Indie
"Oct 29, 2021",20000 - 50000,0,0,0,7,0,Indie
"Jan 14, 2022",0 - 20000,0,0,0,0,2,Indie
"Aug 25, 2017",0 - 20000,0,0,0,2,0,"Action,Indie"
"Nov 1, 2019",0 - 20000,0,0,0,5,1,"Casual,Indie,Simulation,Strategy"
"Apr 8, 2022",0 - 0,0,0,0,0,0,"Adventure,Indie,RPG"
"May 21, 2018",0 - 20000,0,0,0,14,1,"Action,Casual,Indie"
"May 17, 2018",0 - 20000,0,0,0,1,7,"Violent,Action,Casual,Indie"
"May 8, 2021",0 - 0,0,0,0,0,0,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG"
"Jul 15, 2022",0 - 0,0,0,0,0,0,
"Mar 22, 2019",0 - 20000,0,0,0,9,3,Indie
"Nov 22, 2017",50000 - 100000,7,0,0,365,58,"Action,Casual,Indie,Simulation"
"Sep 6, 2019",0 - 20000,0,0,0,10,2,"Casual,Indie,RPG,Simulation"
"Feb 12, 2016",50000 - 100000,0,0,0,214,77,"Action,Indie"
"Sep 24, 2021",0 - 20000,0,0,0,5,7,Indie
"Nov 19, 2021",0 - 20000,6,0,0,0,0,"Casual,RPG,Simulation"
"Feb 23, 2016",0 - 20000,0,0,0,49,19,"Action,Adventure,Indie"
"Mar 14, 2017",200000 - 500000,89,74,0,3250,2613,Action
"Jun 18, 2009",100000 - 200000,5,77,0,565,47,Action
"May 16, 2019",0 - 20000,3,0,0,296,33,Action
"Jul 25, 2019",100000 - 200000,11,0,0,2192,121,"Casual,Indie"
"Mar 14, 2022",0 - 20000,1,0,0,111,11,"Action,Casual,Indie"
"Feb 15, 2021",0 - 20000,0,0,0,3,1,"Adventure,Casual,Indie,RPG"
"Nov 7, 2019",0 - 20000,0,0,0,101,4,"Adventure,Casual,Strategy"
"Jan 28, 2021",0 - 20000,0,0,0,10,0,"Free to Play,Simulation,Education"
"Sep 15, 2015",0 - 20000,0,0,0,34,32,"Action,Indie"
"Dec 8, 2021",0 - 20000,0,0,0,2,0,Simulation
"May 3, 2021",0 - 0,0,0,0,0,0,Casual
"Nov 23, 2020",0 - 20000,0,0,0,52,16,"Adventure,Indie"
"Jul 2, 2015",200000 - 500000,0,57,0,343,349,"Action,Indie,Simulation"
"Jan 29, 2016",0 - 20000,0,0,0,26,8,"Indie,RPG"
"May 21, 2015",0 - 20000,0,0,0,5,7,"Adventure,Simulation"
"Feb 1, 2019",0 - 20000,2,0,0,89,41,"Simulation,Early Access"
"Oct 18, 2021",0 - 20000,0,0,0,26,3,"Indie,Simulation,Strategy"
"Feb 17, 2014",50000 - 100000,0,0,0,82,131,"Action,Indie"
"Sep 2, 2016",50000 - 100000,0,0,0,60,50,"Adventure,Indie"
"Apr 18, 2019",0 - 20000,0,0,0,18,5,Action
"Sep 14, 2020",0 - 20000,0,0,0,7,1,"Action,Adventure,Casual,Indie"
"Nov 27, 2020",0 - 20000,0,0,0,7,0,"Adventure,Casual,Indie"
"Aug 16, 2016",100000 - 200000,5,71,0,1379,132,"Adventure,Casual,Indie"
"Jul 27, 2017",0 - 20000,1,0,0,32,8,"Adventure,Indie"
"Jul 27, 2019",0 - 20000,0,0,0,0,0,"Action,Adventure,Indie,RPG"
"Dec 17, 2020",0 - 20000,0,0,0,1,1,"Adventure,Casual,Indie,Simulation,Early Access"
"Mar 11, 2022",0 - 20000,0,0,0,11,0,"Action,Indie"
"Jul 17, 2015",200000 - 500000,0,0,0,209,235,"Action,Casual,Free to Play,Strategy"
"Jun 30, 2017",0 - 20000,0,0,0,5,1,"Casual,Indie,Strategy"
"Dec 11, 2020",0 - 0,0,0,0,0,0,
"Dec 15, 2016",0 - 20000,0,0,0,39,8,"Casual,Indie"
"Mar 21, 2021",50000 - 100000,2,0,0,188,86,Free to Play
"Aug 31, 2019",0 - 20000,0,0,0,9,10,"Casual,Indie"
"Sep 2, 2020",0 - 20000,0,0,0,15,0,"Casual,Indie,Strategy"
"Jan 25, 2018",0 - 20000,1,0,0,99,1,"Adventure,Casual"
"Sep 9, 2019",0 - 20000,0,0,0,51,5,"Adventure,Casual,Indie,RPG,Simulation"
"Aug 29, 2021",0 - 0,0,0,0,0,0,"Free to Play,Animation & Modeling,Video Production,Game Development,Early Access"
"Sep 17, 2017",0 - 20000,0,0,0,2,5,"Action,Indie"
"Jun 15, 2022",0 - 20000,1,0,0,0,0,"Simulation,Early Access"
"Apr 21, 2020",50000 - 100000,23,0,0,614,176,"Action,RPG"
"Mar 8, 2022",0 - 20000,1,0,0,17,0,"Action,Indie,Racing,Early Access"
"Feb 8, 2018",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Oct 13, 2020",0 - 20000,1,0,0,44,4,"Action,Adventure"
"Jan 27, 2022",0 - 0,0,0,0,0,0,
"Dec 4, 2020",0 - 20000,0,0,0,1,1,"Action,RPG"
"Mar 21, 2018",0 - 20000,1,0,0,165,184,"Action,Adventure"
"Oct 3, 2019",0 - 20000,0,0,0,47,5,"Adventure,Casual,Indie"
"Feb 11, 2021",0 - 20000,0,0,0,3,1,"Action,Casual,Indie,Strategy"
"Mar 1, 2019",20000 - 50000,0,0,0,75,25,"Indie,Sports"
"Nov 19, 2021",0 - 20000,0,0,0,0,5,"Indie,Simulation"
"Dec 19, 2019",0 - 20000,0,0,0,6,14,"Action,Adventure,Indie,RPG,Early Access"
"Nov 12, 2020",20000 - 50000,4,0,0,116,132,"Casual,RPG,Simulation,Strategy"
"Apr 20, 2022",0 - 20000,0,0,0,0,0,"Action,Indie,Early Access"
"Dec 18, 2019",20000 - 50000,1,0,0,8,1,"Casual,Massively Multiplayer,Early Access"
"Mar 23, 2017",50000 - 100000,6,0,0,468,231,"Casual,Indie,Simulation,Strategy"
"Jan 3, 2020",0 - 20000,0,0,0,21,4,"Casual,Indie,Simulation,Sports"
"Oct 17, 2017",20000 - 50000,0,0,0,225,18,"Casual,Indie"
"Sep 24, 2021",0 - 20000,0,0,0,1,0,RPG
"Jun 19, 2020",0 - 20000,0,0,0,0,0,Casual
"May 22, 2020",0 - 20000,0,0,0,1,0,"Action,Casual,Indie"
"Dec 16, 2019",0 - 20000,0,0,0,4,1,"Adventure,Casual,Indie,RPG,Simulation"
"Nov 23, 2018",0 - 20000,0,0,0,2,6,"Action,Adventure,Early Access"
"Mar 24, 2022",0 - 20000,0,0,0,1,2,Action
"Jan 7, 2022",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Sep 25, 2020",20000 - 50000,0,0,0,31,17,"Free to Play,Indie,Strategy,Early Access"
"Sep 2, 2016",0 - 20000,0,0,0,1,6,"Action,Casual,Indie"
"Jun 10, 2018",0 - 20000,0,0,0,12,5,"Animation & Modeling,Design & Illustration"
"Oct 27, 2016",20000 - 50000,0,0,0,57,15,Strategy
"Oct 19, 2017",0 - 20000,1,0,0,22,2,"Adventure,Indie,RPG"
"Oct 18, 2019",20000 - 50000,0,0,0,4,1,"Action,Indie,Strategy"
"Nov 28, 2012",100000 - 200000,4,76,0,862,261,"Action,Adventure,Indie"
"Dec 6, 2021",0 - 20000,0,0,0,0,0,"Adventure,Indie"
"Jun 2, 2021",0 - 20000,0,0,0,4,1,"Action,Adventure,Casual,Indie,Simulation"
"Apr 11, 2018",20000 - 50000,4,0,0,771,131,"Simulation,Early Access"
"Nov 5, 2013",0 - 20000,0,0,0,18,18,"Casual,Indie"
"Jul 6, 2015",20000 - 50000,1,0,0,62,18,"Action,Adventure,Indie"
"Nov 10, 2016",0 - 20000,0,0,0,22,0,Action
"Oct 19, 2017",0 - 20000,0,0,0,32,11,"Casual,Indie"
"Aug 17, 2016",0 - 20000,0,0,0,8,5,"Action,Adventure,Indie,RPG"
"Dec 4, 2020",50000 - 100000,0,0,0,22,8,"Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy"
"May 2, 2021",0 - 20000,0,0,0,10,1,"Action,Adventure,Casual,Indie"
"Aug 16, 2019",0 - 20000,0,0,0,0,0,"Action,Indie"
"Apr 16, 2022",0 - 0,0,0,0,0,0,Animation & Modeling
"Jan 15, 2022",0 - 20000,0,0,0,18,4,"Action,Casual,Massively Multiplayer"
"Jul 26, 2016",0 - 20000,0,0,0,13,1,"Action,Adventure"
"Jul 28, 2017",0 - 20000,0,0,0,12,3,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy"
"Dec 9, 2016",0 - 20000,0,0,0,239,9,Free to Play
"Jun 30, 2022",0 - 20000,0,0,0,10,1,Indie
"May 31, 2022",0 - 20000,1,0,0,0,0,"Action,Adventure,Indie,RPG,Early Access"
"Oct 30, 2014",20000 - 50000,0,32,0,67,43,"Action,Adventure,Indie,RPG"
"Jun 15, 2018",0 - 20000,0,0,0,5,1,"Action,Adventure,Casual,Indie,Early Access"
"Apr 29, 2020",0 - 20000,0,0,0,12,1,"Casual,Indie"
"Aug 23, 2019",0 - 20000,0,0,0,348,38,"Indie,Strategy"
"Aug 10, 2020",0 - 20000,0,0,0,9,1,"Indie,RPG"
"Jul 22, 2022",0 - 20000,0,0,0,2,0,"Action,Adventure,Indie,RPG"
"May 27, 2015",0 - 20000,0,0,0,23,16,"Adventure,Casual,Indie,Simulation"
"Jan 10, 2022",0 - 0,0,0,0,0,0,
"May 1, 2017",0 - 20000,0,0,0,29,1,"Adventure,Casual"
"Jun 23, 2020",0 - 20000,0,0,0,7,0,"Action,Casual,Indie,Early Access"
"Nov 13, 2018",0 - 20000,0,0,0,47,24,"Adventure,Indie"
"Oct 11, 2017",0 - 20000,0,0,0,10,7,"Action,Indie"
"Jul 4, 2019",0 - 20000,0,0,0,0,0,"Action,Indie,Early Access"
"Mar 31, 2022",0 - 20000,1,0,0,134,4,"Adventure,Indie"
"Jun 7, 2020",0 - 20000,0,0,0,32,7,"Adventure,Casual,Indie"
"Jan 21, 2021",0 - 20000,0,0,0,23,3,Indie
"Dec 6, 2018",0 - 20000,0,0,0,10,4,"Adventure,Casual,Indie"
"Apr 13, 2018",50000 - 100000,5,0,0,1111,85,"Adventure,Casual,Indie,RPG,Simulation"
"Jan 17, 2020",0 - 20000,0,0,0,3,3,Indie
"Jun 17, 2019",50000 - 100000,4,0,0,627,54,"Casual,Indie"
"Oct 11, 2018",0 - 20000,0,0,0,16,2,Indie
"Feb 2, 2021",0 - 20000,0,0,0,49,4,"Animation & Modeling,Design & Illustration,Utilities"
"Mar 19, 2020",0 - 20000,1,0,0,65,9,"Casual,Free to Play,Indie"
"Aug 5, 2020",1000000 - 2000000,3628,0,0,22599,5360,"Adventure,Indie,Simulation,Strategy"
"Oct 27, 2016",20000 - 50000,0,0,0,36,23,"Action,Casual,Free to Play,Indie"
"Apr 1, 2021",0 - 20000,2,0,0,0,0,Adventure
"Sep 15, 2014",20000 - 50000,0,0,0,119,18,"Casual,Indie,Strategy"
"Mar 23, 2021",0 - 20000,0,0,0,12,2,"Action,Adventure,Indie,Simulation"
"Oct 12, 2021",0 - 20000,0,0,0,3,0,Indie
"May 24, 2022",0 - 0,0,0,0,0,0,
"Sep 14, 2015",20000 - 50000,1,0,0,204,53,"Action,Adventure,Indie"
"Aug 7, 2019",0 - 20000,0,0,0,15,0,"Adventure,Indie"
"Aug 26, 2020",0 - 0,0,0,0,0,0,
"Dec 18, 2014",2000000 - 5000000,1165,0,0,19289,3175,Simulation
"May 14, 2020",0 - 20000,0,0,0,6,2,"Casual,Indie,Racing"
"Oct 4, 2018",0 - 20000,0,0,0,5,1,"Action,Indie"
"May 20, 2019",0 - 20000,0,0,0,0,0,"Casual,Indie,Strategy"
"Aug 27, 2018",20000 - 50000,0,0,0,2,1,"Indie,RPG,Strategy"
"Jul 21, 2017",0 - 20000,0,0,0,11,13,"Adventure,Casual"
"Aug 15, 2018",0 - 20000,0,0,0,22,2,Indie
"Feb 18, 2022",0 - 20000,0,0,0,3,0,"Action,Adventure,Indie"
"Feb 24, 2017",0 - 20000,0,0,0,1,0,"Adventure,Casual"
"Mar 23, 2018",0 - 20000,0,0,0,0,1,"Casual,Indie"
"Apr 20, 2018",0 - 20000,0,0,0,0,0,"Action,Indie"
"Oct 24, 2014",0 - 20000,0,0,0,58,31,"Adventure,Indie"
"Aug 26, 2021",0 - 0,0,0,0,0,0,"Free to Play,Strategy,Early Access"
"Jan 22, 2019",0 - 20000,0,0,0,0,0,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,Simulation,Sports"
"Aug 31, 2020",0 - 20000,0,0,0,2,0,Indie
"Jan 14, 2021",100000 - 200000,9,0,0,686,204,"Indie,Simulation,Strategy"
"Jun 26, 2020",0 - 20000,2,0,0,2,0,"Simulation,Sports"
"Oct 29, 2015",0 - 20000,0,0,0,49,24,"Action,Casual,Indie,Simulation"
"Mar 15, 2022",0 - 20000,28,0,0,105,23,"Indie,RPG,Strategy"
"Feb 7, 2020",0 - 20000,0,0,0,17,8,"Action,Casual,Free to Play,Indie"
"May 15, 2021",0 - 20000,0,0,0,20,4,"Action,Adventure,Casual,Indie,Simulation,Sports"
"Mar 6, 2020",0 - 20000,0,0,0,5,5,"Action,Indie,Strategy"
"Aug 26, 2021",0 - 20000,0,0,0,13,2,"Casual,Indie"
"Nov 3, 2019",0 - 20000,0,0,0,11,2,"Action,Adventure,Indie"
"Dec 14, 2018",0 - 20000,0,0,0,13,5,"Action,Indie"
"May 13, 2022",0 - 20000,0,0,0,30,3,"Adventure,Casual,Indie,RPG"
"Nov 18, 2015",50000 - 100000,1,0,0,178,46,"Action,Indie"
"Jul 15, 2020",0 - 20000,0,0,0,0,2,"Adventure,Indie"
"Oct 29, 2012",200000 - 500000,6,67,0,4490,1357,"Action,Indie"
"May 5, 2016",50000 - 100000,0,0,0,186,91,"Casual,Indie,Simulation,Strategy"
"Apr 21, 2022",0 - 20000,0,0,0,0,0,"Casual,Simulation,Strategy"
"Nov 22, 2019",500000 - 1000000,298,71,0,6850,2451,Action
"May 10, 2022",0 - 0,0,0,0,0,0,"Adventure,Casual,Free to Play,Indie"
"Jun 10, 2022",20000 - 50000,11,0,0,995,219,"Casual,Indie,Strategy"
"Nov 9, 2017",0 - 20000,0,0,0,7,3,"Action,Adventure,Indie"
"Apr 19, 2018",0 - 20000,0,0,0,0,0,"Casual,Indie,Simulation"
"Jul 25, 2019",0 - 20000,0,54,0,109,133,Action
"Nov 14, 2014",20000 - 50000,1,0,0,143,21,"Action,Indie"
"Jun 9, 2017",0 - 20000,7,0,0,155,128,"Adventure,Simulation,Sports"
"Apr 5, 2016",0 - 20000,0,0,0,9,5,"Action,Indie"
"Oct 17, 2017",50000 - 100000,6,0,0,589,119,"Action,Adventure,Indie"
"Feb 28, 2020",0 - 20000,5,0,0,78,9,"Casual,Indie,Strategy"
"Aug 13, 2015",20000 - 50000,11,0,0,215,69,Strategy
"Jan 30, 2020",0 - 20000,1,0,0,23,25,"Indie,Strategy"
"Feb 14, 2019",0 - 20000,0,0,0,14,4,Indie
"Jun 7, 2018",0 - 20000,1,0,0,18,7,"Action,Adventure,Casual,Indie"
"Apr 26, 2018",0 - 20000,0,69,0,92,13,"Action,Adventure,Indie"
"Nov 22, 2017",20000 - 50000,0,0,0,116,38,"Casual,Indie"
"Aug 30, 2021",0 - 20000,0,0,0,33,0,"Action,Adventure,Indie,RPG,Simulation,Strategy"
"Jan 2, 2017",0 - 20000,0,0,0,3,3,"Adventure,Indie,RPG"
"Nov 27, 2019",0 - 20000,0,0,0,13,0,"Action,Casual,Indie,Early Access"
"May 17, 2021",0 - 20000,0,0,0,17,1,"Casual,Indie"
"May 27, 2020",0 - 20000,0,0,0,36,10,Indie
"Sep 11, 2021",0 - 20000,0,0,0,10,5,"Adventure,Indie"
"Dec 31, 2017",0 - 20000,0,0,0,1,2,Action
"Aug 4, 2015",100000 - 200000,1,0,0,301,238,"Action,Adventure,Indie"
"Oct 26, 2020",0 - 20000,0,0,0,17,3,"Casual,Indie"
"Jan 11, 2022",0 - 20000,0,0,0,8,2,"Adventure,Casual,Indie,Simulation,Sports"
"Nov 6, 2020",0 - 20000,1,0,0,0,0,"Adventure,Casual,Indie"
"May 31, 2019",0 - 20000,1,0,0,0,0,"Casual,Indie"
"Nov 5, 2020",0 - 20000,0,0,0,26,0,"Adventure,Indie"
"Jul 13, 2018",0 - 20000,0,0,0,9,26,Adventure
"Oct 13, 2021",0 - 20000,0,0,0,1,0,"Adventure,Casual,Indie"
"Apr 20, 2022",20000 - 50000,27,0,0,374,63,"Action,Free to Play,Indie,Massively Multiplayer,Strategy"
"Sep 5, 2021",0 - 20000,0,0,0,9,2,"Adventure,Indie"
"Mar 12, 2019",500000 - 1000000,21,0,0,1367,1784,"Action,Free to Play"
"Aug 25, 2017",0 - 20000,0,0,0,7,7,"Violent,Action,Adventure,RPG,Early Access"
"Feb 22, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play,Indie"
"Feb 11, 2020",0 - 20000,0,0,0,48,15,"Action,Adventure,Indie,RPG"
"Jun 27, 2017",20000 - 50000,0,0,0,34,77,"Action,Free to Play,Massively Multiplayer,Strategy"
"Mar 13, 2022",0 - 20000,0,0,0,2,1,RPG
"Apr 23, 2020",0 - 20000,0,0,0,0,0,Adventure
"Mar 6, 2017",0 - 20000,0,0,0,21,11,"Action,Adventure,Casual,Indie"
"Dec 11, 2018",0 - 20000,0,0,0,2,1,Indie
"Mar 26, 2021",0 - 20000,0,0,0,0,0,"Indie,Racing,Simulation"
"Jan 7, 2015",0 - 20000,0,0,0,6,2,"Indie,RPG"
"Feb 12, 2020",0 - 20000,2,0,0,28,4,"Indie,Simulation,Sports"
"Jan 24, 2020",0 - 20000,0,0,0,11,8,"Action,Adventure,Indie"
"Nov 17, 2017",0 - 20000,0,0,0,10,1,"Action,Adventure,Indie"
"Jan 18, 2019",50000 - 100000,23,0,0,274,135,"Free to Play,Indie"
"Nov 14, 2019",20000 - 50000,0,0,0,2,0,"Action,Adventure,Strategy"
"Jun 15, 2018",20000 - 50000,0,0,0,11,3,"Action,Adventure,Casual,Indie"
"Oct 15, 2021",0 - 20000,0,0,0,2,1,"Design & Illustration,Utilities,Video Production,Web Publishing,Early Access"
"Aug 6, 2021",0 - 20000,0,0,0,68,11,Casual
"Aug 6, 2019",0 - 20000,1,0,0,34,25,"Casual,RPG,Strategy"
"Mar 28, 2022",0 - 20000,0,0,0,1,0,"Action,Casual,Indie,Simulation"
"May 25, 2015",0 - 20000,0,0,0,25,10,"Indie,RPG"
"Sep 25, 2017",0 - 20000,0,0,0,1,10,"Adventure,Casual,Indie"
"Jun 20, 2022",0 - 0,0,0,0,0,0,
"Sep 4, 2020",50000 - 100000,0,0,0,7,2,Sports
"May 5, 2022",0 - 20000,0,0,0,0,0,"Adventure,Indie"
"Apr 9, 2022",0 - 20000,0,0,0,2,2,"Action,Adventure,Indie,Early Access"
"Feb 7, 2018",0 - 20000,0,0,0,22,9,Sports
"Feb 24, 2022",0 - 20000,1,74,0,86,10,Adventure
"Jun 17, 2020",0 - 20000,2,0,0,59,25,Action
"Nov 17, 2020",0 - 20000,0,0,0,6,8,"Casual,Indie"
"Nov 27, 2019",0 - 0,0,0,0,0,0,"Adventure,Indie"
"Jan 19, 2015",200000 - 500000,0,0,0,327,89,"Action,Casual,Free to Play,Indie"
"Apr 2, 2021",0 - 20000,0,0,0,7,4,"Adventure,Casual"
"Apr 5, 2021",0 - 20000,0,0,0,8,2,"Action,Indie"
"Oct 12, 2017",0 - 20000,0,0,0,6,0,"Action,Adventure,Casual,Indie,Simulation,Sports"
"Mar 28, 2022",0 - 0,0,0,0,0,0,
"Jan 25, 2021",0 - 20000,0,0,0,53,10,"Adventure,Indie,RPG"
"Jul 18, 2018",0 - 20000,0,0,0,8,1,"Action,Adventure,Casual,Indie,RPG,Early Access"
"Oct 31, 2019",0 - 20000,0,0,0,1,0,RPG
"Feb 13, 2019",20000 - 50000,0,0,0,42,32,"Casual,Indie,Simulation,Strategy"
"Oct 26, 2019",0 - 20000,0,0,0,1,0,"Adventure,Indie,Strategy"
"May 20, 2022",0 - 20000,0,0,0,2,0,"Action,Indie"
"Aug 22, 2017",0 - 20000,0,0,0,1,0,Simulation
"Nov 29, 2018",20000 - 50000,4,0,0,470,92,Action
"Jan 26, 2018",100000 - 200000,7,73,0,945,102,"Action,Indie,RPG"
"Nov 22, 2021",0 - 0,0,0,0,0,0,"Action,Indie,Early Access"
"Mar 9, 2018",0 - 20000,0,0,0,13,19,"Action,Casual,Indie"
"Sep 17, 2018",0 - 20000,0,0,0,1,1,"Action,Indie"
"Oct 23, 2017",0 - 20000,1,0,0,33,14,"Casual,Indie,Simulation,Strategy"
"Nov 16, 2018",100000 - 200000,5,0,0,1351,190,"Action,Racing"
"Oct 2, 2017",0 - 20000,0,0,0,3,5,"Gore,Action,Adventure,Casual,Indie,Simulation,Strategy"
"Sep 23, 2016",0 - 20000,0,0,0,26,1,Indie
"Dec 19, 2018",0 - 20000,0,0,0,2,0,Indie
"Mar 19, 2020",200000 - 500000,29,0,0,4856,315,Action
"Jan 25, 2021",0 - 20000,2,0,0,145,4,"Casual,Indie,Strategy"
"May 31, 2021",0 - 20000,0,0,0,2,2,"Adventure,Indie,RPG,Early Access"
"Oct 7, 2021",20000 - 50000,0,0,0,5,0,"Action,Adventure,Casual,Indie,RPG,Strategy"
"Nov 30, 2021",0 - 0,0,0,0,0,0,"Action,Casual,Free to Play,RPG,Strategy,Early Access"
"Oct 5, 2016",50000 - 100000,3,70,0,876,136,"Action,Indie"
"Jun 26, 2017",0 - 20000,0,0,0,3,2,"Action,Casual"
"Apr 10, 2017",0 - 20000,0,0,0,12,2,"Action,Indie"
"May 31, 2022",0 - 20000,0,0,0,7,4,"Adventure,Indie"
"Nov 2, 2016",50000 - 100000,4,0,0,389,17,"Casual,Indie,Simulation"
"Oct 1, 2018",0 - 20000,0,0,0,10,6,"Casual,Indie"
"Jul 7, 2018",0 - 20000,0,0,0,5,0,"Action,Indie"
"May 28, 2020",0 - 20000,0,0,0,2,4,"Action,Free to Play,Indie"
"Sep 23, 2015",0 - 20000,0,0,0,13,10,"Casual,Indie,Strategy"
"Feb 23, 2015",0 - 20000,0,0,0,75,39,"Adventure,Indie"
"Nov 14, 2019",20000 - 50000,6,0,0,478,495,"Casual,Simulation,Strategy"
